Timestamp,Company,Symbol,Price,Change,%Change,Volume,Market Cap (B)
2025-04-08 02:25:28.701015,Infosys,INFY,452.15,16.78,3.85,1156681,8.98
2025-04-08 02:26:28.701015,Axis Bank,AXISBANK,1247.47,-24.24,-1.91,1716804,3.18
2025-04-08 02:27:28.701015,Reliance,RELIANCE,1259.36,24.35,1.97,3365271,6.57
2025-04-08 02:28:28.701015,Axis Bank,AXISBANK,735.51,-28.25,-3.7,4930639,4.19
2025-04-08 02:29:28.701015,HCL,HCLTECH,1389.03,-8.8,-0.63,3477746,1.77
2025-04-08 02:30:28.701015,Reliance,RELIANCE,1330.72,-32.54,-2.39,3501190,8.5
2025-04-08 02:31:28.701015,ICICI Bank,ICICIBANK,1215.35,-42.52,-3.38,4059687,5.05
2025-04-08 02:32:28.701015,Axis Bank,AXISBANK,2745.73,33.39,1.23,4425149,8.03
2025-04-08 02:33:28.701015,ICICI Bank,ICICIBANK,2245.2,0.68,0.03,3817800,3.62
2025-04-08 02:34:28.701015,ICICI Bank,ICICIBANK,2897.77,19.34,0.67,3097848,3.13
2025-04-08 02:35:28.701015,Axis Bank,AXISBANK,507.2,0.08,0.02,1712845,3.96
2025-04-08 02:36:28.701015,Wipro,WIPRO,369.92,-29.38,-7.36,57528,1.08
2025-04-08 02:37:28.701015,Kotak Bank,KOTAKBANK,512.47,41.11,8.72,1084654,5.32
2025-04-08 02:38:28.701015,Axis Bank,AXISBANK,2738.89,20.01,0.74,1397161,5.63
2025-04-08 02:39:28.701015,Wipro,WIPRO,489.31,31.79,6.95,2752935,5.03
2025-04-08 02:40:28.701015,HCL,HCLTECH,1883.95,-41.95,-2.18,2533862,8.72
2025-04-08 02:41:28.701015,ICICI Bank,ICICIBANK,2458.72,43.87,1.82,1312562,9.32
2025-04-08 02:42:28.701015,Kotak Bank,KOTAKBANK,1661.56,4.66,0.28,4035076,9.86
2025-04-08 02:43:28.701015,Axis Bank,AXISBANK,1250.58,0.79,0.06,4018062,8.45
2025-04-08 02:44:28.701015,Infosys,INFY,2224.83,43.59,2.0,2279791,3.5
2025-04-08 02:45:28.701015,TCS,TCS,2137.4,-39.14,-1.8,1984426,9.02
2025-04-08 02:46:28.701015,Axis Bank,AXISBANK,1529.46,-21.35,-1.38,2304981,8.85
2025-04-08 02:47:28.701015,Kotak Bank,KOTAKBANK,887.82,-32.89,-3.57,2434885,4.35
2025-04-08 02:48:28.701015,Wipro,WIPRO,1396.61,-6.47,-0.46,3306865,7.97
2025-04-08 02:49:28.701015,Kotak Bank,KOTAKBANK,353.43,39.22,12.48,1563502,2.82
2025-04-08 02:50:28.701015,HCL,HCLTECH,327.6,11.2,3.54,898698,9.22
2025-04-08 02:51:28.701015,HCL,HCLTECH,266.91,-0.3,-0.11,1511940,5.4
2025-04-08 02:52:28.701015,TCS,TCS,2736.8,-26.79,-0.97,422478,3.65
2025-04-08 02:53:28.701015,Infosys,INFY,690.22,3.26,0.47,4661521,4.3
2025-04-08 02:54:28.701015,ICICI Bank,ICICIBANK,1274.36,10.4,0.82,980362,7.11
2025-04-08 02:55:28.701015,Kotak Bank,KOTAKBANK,861.36,30.81,3.71,666169,7.27
2025-04-08 02:56:28.701015,HCL,HCLTECH,1396.55,1.22,0.09,3681805,2.43
2025-04-08 02:57:28.701015,Axis Bank,AXISBANK,547.87,36.3,7.1,362377,8.56
2025-04-08 02:58:28.701015,Wipro,WIPRO,2711.3,-22.14,-0.81,2531863,1.15
2025-04-08 02:59:28.701015,Infosys,INFY,2473.37,20.31,0.83,4334596,8.09
2025-04-08 03:00:28.701015,Kotak Bank,KOTAKBANK,2422.5,34.31,1.44,2221462,5.14
2025-04-08 03:01:28.701015,Wipro,WIPRO,1289.9,-23.72,-1.81,2614369,6.5
2025-04-08 03:02:28.701015,Wipro,WIPRO,1545.87,30.59,2.02,2206263,4.33
2025-04-08 03:03:28.701015,HDFC Bank,HDFCBANK,1536.56,47.16,3.17,3214627,3.47
2025-04-08 03:04:28.701015,Axis Bank,AXISBANK,1675.0,28.72,1.74,2956993,9.97
2025-04-08 03:05:28.701015,Axis Bank,AXISBANK,1541.79,30.17,2.0,1834001,5.1
2025-04-08 03:06:28.701015,TCS,TCS,629.53,-11.28,-1.76,3660772,7.8
2025-04-08 03:07:28.701015,Reliance,RELIANCE,2813.94,31.84,1.14,2975590,6.15
2025-04-08 03:08:28.701015,HCL,HCLTECH,422.9,21.13,5.26,802090,9.82
2025-04-08 03:09:28.701015,HDFC Bank,HDFCBANK,1146.23,36.15,3.26,1008809,2.88
2025-04-08 03:10:28.701015,HDFC Bank,HDFCBANK,2824.58,-24.44,-0.86,1942065,5.47
2025-04-08 03:11:28.701015,Kotak Bank,KOTAKBANK,368.31,-10.39,-2.74,4045816,4.98
2025-04-08 03:12:28.701015,Infosys,INFY,2483.69,0.68,0.03,4420147,5.57
2025-04-08 03:13:28.701015,HDFC Bank,HDFCBANK,2473.77,-35.26,-1.41,4013423,8.74
2025-04-08 03:14:28.701015,Kotak Bank,KOTAKBANK,2788.31,-31.16,-1.11,1649042,3.76
2025-04-08 03:15:28.701015,Axis Bank,AXISBANK,1501.11,-19.44,-1.28,4635852,7.68
2025-04-08 03:16:28.701015,Bajaj Finance,BAJFINANCE,726.81,-42.54,-5.53,1339052,9.77
2025-04-08 03:17:28.701015,Kotak Bank,KOTAKBANK,1429.4,-29.4,-2.02,2675572,6.56
2025-04-08 03:18:28.701015,Kotak Bank,KOTAKBANK,1151.38,-48.64,-4.05,4293315,7.93
2025-04-08 03:19:28.701015,Wipro,WIPRO,2298.64,-26.86,-1.16,303284,7.74
2025-04-08 03:20:28.701015,Kotak Bank,KOTAKBANK,2970.23,-30.03,-1.0,3762681,7.89
2025-04-08 03:21:28.701015,Infosys,INFY,2942.24,48.2,1.67,768290,4.69
2025-04-08 03:22:28.701015,TCS,TCS,2851.19,35.85,1.27,3045155,7.12
2025-04-08 03:23:28.701015,Reliance,RELIANCE,2056.18,-48.93,-2.32,1345128,7.88
2025-04-08 03:24:28.701015,HDFC Bank,HDFCBANK,599.07,-2.95,-0.49,2958874,6.27
2025-04-08 03:25:28.701015,HCL,HCLTECH,1724.72,29.73,1.75,1941805,5.11
2025-04-08 03:26:28.701015,Infosys,INFY,2763.75,-37.84,-1.35,4573989,9.08
2025-04-08 03:27:28.701015,Axis Bank,AXISBANK,2535.63,3.33,0.13,1269102,8.04
2025-04-08 03:28:28.701015,ICICI Bank,ICICIBANK,163.27,-22.75,-12.23,4455095,1.98
2025-04-08 03:29:28.701015,TCS,TCS,1180.29,49.02,4.33,1490239,3.59
2025-04-08 03:30:28.701015,Bajaj Finance,BAJFINANCE,1107.13,26.07,2.41,2785024,3.82
2025-04-08 03:31:28.701015,TCS,TCS,304.48,17.8,6.21,1717880,8.09
2025-04-08 03:32:28.701015,Infosys,INFY,1221.01,-13.37,-1.08,3236250,2.18
2025-04-08 03:33:28.701015,HDFC Bank,HDFCBANK,200.22,-1.72,-0.85,789007,9.65
2025-04-08 03:34:28.701015,Axis Bank,AXISBANK,1612.28,8.83,0.55,2674582,5.22
2025-04-08 03:35:28.701015,HDFC Bank,HDFCBANK,1926.48,-15.89,-0.82,4010822,4.98
2025-04-08 03:36:28.701015,HCL,HCLTECH,801.99,49.31,6.55,1228338,6.46
2025-04-08 03:37:28.701015,Reliance,RELIANCE,2358.92,-28.47,-1.19,2772209,2.99
2025-04-08 03:38:28.701015,Axis Bank,AXISBANK,2654.52,27.17,1.03,1498579,2.7
2025-04-08 03:39:28.701015,Reliance,RELIANCE,2157.67,-25.03,-1.15,3658622,1.21
2025-04-08 03:40:28.701015,TCS,TCS,168.5,22.78,15.63,876412,9.23
2025-04-08 03:41:28.701015,Bajaj Finance,BAJFINANCE,709.84,-31.6,-4.26,4989335,1.07
2025-04-08 03:42:28.701015,HDFC Bank,HDFCBANK,1680.14,2.14,0.13,467847,4.16
2025-04-08 03:43:28.701015,Reliance,RELIANCE,2411.47,-32.18,-1.32,2744825,1.56
2025-04-08 03:44:28.701015,Kotak Bank,KOTAKBANK,1685.23,43.01,2.62,326825,8.56
2025-04-08 03:45:28.701015,Bajaj Finance,BAJFINANCE,1663.35,27.1,1.66,2184219,9.3
2025-04-08 03:46:28.701015,Axis Bank,AXISBANK,609.52,-2.67,-0.44,1455788,3.79
2025-04-08 03:47:28.701015,HCL,HCLTECH,992.44,39.48,4.14,3163238,3.76
2025-04-08 03:48:28.701015,HDFC Bank,HDFCBANK,2640.28,-13.9,-0.52,4770005,6.86
2025-04-08 03:49:28.701015,Wipro,WIPRO,2340.88,27.71,1.2,2950965,1.56
2025-04-08 03:50:28.701015,Infosys,INFY,833.36,-23.99,-2.8,3866125,2.73
2025-04-08 03:51:28.701015,Kotak Bank,KOTAKBANK,492.0,-39.31,-7.4,400166,4.74
2025-04-08 03:52:28.701015,Reliance,RELIANCE,2876.78,23.13,0.81,2351033,7.22
2025-04-08 03:53:28.701015,Wipro,WIPRO,708.8,-8.85,-1.23,1732999,9.14
2025-04-08 03:54:28.701015,HCL,HCLTECH,1875.09,41.68,2.27,429019,2.85
2025-04-08 03:55:28.701015,HCL,HCLTECH,2303.03,-29.26,-1.25,803522,3.51
2025-04-08 03:56:28.701015,HDFC Bank,HDFCBANK,1306.18,33.78,2.65,1085208,2.61
2025-04-08 03:57:28.701015,Wipro,WIPRO,1045.85,-32.03,-2.97,4160739,3.01
2025-04-08 03:58:28.701015,Bajaj Finance,BAJFINANCE,1494.54,20.94,1.42,4215745,1.94
2025-04-08 03:59:28.701015,ICICI Bank,ICICIBANK,2604.37,-10.44,-0.4,3063899,8.9
2025-04-08 04:00:28.701015,Axis Bank,AXISBANK,997.49,11.74,1.19,2631030,3.84
2025-04-08 04:01:28.701015,HDFC Bank,HDFCBANK,1859.12,4.75,0.26,1294959,8.14
2025-04-08 04:02:28.701015,ICICI Bank,ICICIBANK,690.37,-6.88,-0.99,4607672,1.66
2025-04-08 04:03:28.701015,Axis Bank,AXISBANK,2197.26,38.53,1.78,1808596,2.89
2025-04-08 04:04:28.701015,HDFC Bank,HDFCBANK,831.41,-34.92,-4.03,209168,9.97
2025-04-08 04:05:28.701015,ICICI Bank,ICICIBANK,2737.47,19.83,0.73,3264039,4.56
2025-04-08 04:06:28.701015,TCS,TCS,1691.02,45.56,2.77,4887362,9.79
2025-04-08 04:07:28.701015,Axis Bank,AXISBANK,2425.98,1.81,0.07,3469831,7.73
2025-04-08 04:08:28.701015,Kotak Bank,KOTAKBANK,2835.46,-31.28,-1.09,4492784,2.31
2025-04-08 04:09:28.701015,ICICI Bank,ICICIBANK,2151.12,34.39,1.62,3325319,4.04
2025-04-08 04:10:28.701015,Wipro,WIPRO,2649.12,40.04,1.53,4545532,7.49
2025-04-08 04:11:28.701015,Infosys,INFY,1136.17,-37.89,-3.23,3709568,7.35
2025-04-08 04:12:28.701015,TCS,TCS,2870.94,-22.45,-0.78,187699,8.35
2025-04-08 04:13:28.701015,HCL,HCLTECH,1340.53,28.14,2.14,3703304,6.21
2025-04-08 04:14:28.701015,Kotak Bank,KOTAKBANK,1836.98,8.64,0.47,3378010,1.69
2025-04-08 04:15:28.701015,Wipro,WIPRO,1517.1,49.98,3.41,2960597,8.59
2025-04-08 04:16:28.701015,Infosys,INFY,2156.91,-26.27,-1.2,3327896,3.9
2025-04-08 04:17:28.701015,HDFC Bank,HDFCBANK,2273.74,-33.45,-1.45,2892733,6.18
2025-04-08 04:18:28.701015,Bajaj Finance,BAJFINANCE,108.99,-12.05,-9.96,1280314,2.41
2025-04-08 04:19:28.701015,Bajaj Finance,BAJFINANCE,2574.78,15.08,0.59,4986538,7.3
2025-04-08 04:20:28.701015,HCL,HCLTECH,2043.01,14.23,0.7,2028286,9.97
2025-04-08 04:21:28.701015,Bajaj Finance,BAJFINANCE,814.07,27.21,3.46,4453142,3.07
2025-04-08 04:22:28.701015,Kotak Bank,KOTAKBANK,124.48,-26.85,-17.74,358222,6.06
2025-04-08 04:23:28.701015,TCS,TCS,810.38,-2.56,-0.31,3565417,5.91
2025-04-08 04:24:28.701015,HDFC Bank,HDFCBANK,1415.4,-39.0,-2.68,722541,2.76
2025-04-08 04:25:28.701015,HCL,HCLTECH,1967.26,-26.61,-1.33,3466942,4.24
2025-04-08 04:26:28.701015,HCL,HCLTECH,2140.83,-37.88,-1.74,1312623,6.98
2025-04-08 04:27:28.701015,ICICI Bank,ICICIBANK,115.06,-38.02,-24.84,4385748,6.68
2025-04-08 04:28:28.701015,Infosys,INFY,1095.32,-0.5,-0.05,3863378,8.29
2025-04-08 04:29:28.701015,Wipro,WIPRO,753.12,-4.91,-0.65,1874272,7.9
2025-04-08 04:30:28.701015,Wipro,WIPRO,702.39,-2.39,-0.34,3554819,7.66
2025-04-08 04:31:28.701015,Axis Bank,AXISBANK,1654.12,33.26,2.05,2809239,4.55
2025-04-08 04:32:28.701015,ICICI Bank,ICICIBANK,370.94,-12.71,-3.31,3612949,5.53
2025-04-08 04:33:28.701015,Bajaj Finance,BAJFINANCE,294.35,-14.71,-4.76,3897164,4.33
2025-04-08 04:34:28.701015,Infosys,INFY,2395.16,-42.02,-1.72,3337887,1.74
2025-04-08 04:35:28.701015,Wipro,WIPRO,2290.76,-35.15,-1.51,480231,3.74
2025-04-08 04:36:28.701015,HDFC Bank,HDFCBANK,2042.61,4.49,0.22,3300342,3.64
2025-04-08 04:37:28.701015,Infosys,INFY,2528.76,-1.66,-0.07,3454049,3.55
2025-04-08 04:38:28.701015,HCL,HCLTECH,2438.72,42.39,1.77,4553192,5.8
2025-04-08 04:39:28.701015,Reliance,RELIANCE,2079.31,-34.75,-1.64,2387507,2.07
2025-04-08 04:40:28.701015,Reliance,RELIANCE,1174.31,28.13,2.45,3571847,8.22
2025-04-08 04:41:28.701015,HDFC Bank,HDFCBANK,171.37,-31.28,-15.44,2444489,7.99
2025-04-08 04:42:28.701015,Axis Bank,AXISBANK,555.66,-5.62,-1.0,4424695,7.36
2025-04-08 04:43:28.701015,Bajaj Finance,BAJFINANCE,957.85,-37.84,-3.8,1573382,3.83
2025-04-08 04:44:28.701015,HCL,HCLTECH,2522.71,-1.1,-0.04,1029566,9.17
2025-04-08 04:45:28.701015,HCL,HCLTECH,486.63,-22.51,-4.42,922601,8.69
2025-04-08 04:46:28.701015,Bajaj Finance,BAJFINANCE,1872.03,-30.48,-1.6,1293069,5.52
2025-04-08 04:47:28.701015,Reliance,RELIANCE,295.69,1.77,0.6,2425593,8.22
2025-04-08 04:48:28.701015,Wipro,WIPRO,204.53,15.77,8.35,2702932,3.67
2025-04-08 04:49:28.701015,Bajaj Finance,BAJFINANCE,536.98,-32.55,-5.72,1429774,8.01
2025-04-08 04:50:28.701015,HCL,HCLTECH,1210.05,-29.51,-2.38,2894688,6.24
2025-04-08 04:51:28.701015,Wipro,WIPRO,1005.88,-40.65,-3.88,4973971,6.48
2025-04-08 04:52:28.701015,Kotak Bank,KOTAKBANK,1765.15,-24.59,-1.37,3133611,1.64
2025-04-08 04:53:28.701015,HDFC Bank,HDFCBANK,1506.4,-17.04,-1.12,2187766,8.32
2025-04-08 04:54:28.701015,ICICI Bank,ICICIBANK,366.64,17.17,4.91,3918735,1.43
2025-04-08 04:55:28.701015,TCS,TCS,2236.55,-8.19,-0.36,996825,4.01
2025-04-08 04:56:28.701015,ICICI Bank,ICICIBANK,1537.14,-15.64,-1.01,3850736,1.04
2025-04-08 04:57:28.701015,HDFC Bank,HDFCBANK,2088.48,-38.11,-1.79,498552,6.21
2025-04-08 04:58:28.701015,Wipro,WIPRO,1465.59,-33.43,-2.23,1973387,5.16
2025-04-08 04:59:28.701015,HDFC Bank,HDFCBANK,2270.75,9.46,0.42,3467981,6.77
2025-04-08 05:00:28.701015,Kotak Bank,KOTAKBANK,530.17,2.45,0.46,623788,6.39
2025-04-08 05:01:28.701015,ICICI Bank,ICICIBANK,1863.41,0.13,0.01,1866273,7.81
2025-04-08 05:02:28.701015,HDFC Bank,HDFCBANK,1308.08,-33.45,-2.49,426928,6.58
2025-04-08 05:03:28.701015,Wipro,WIPRO,1583.02,-30.1,-1.87,4706890,8.49
2025-04-08 05:04:28.701015,ICICI Bank,ICICIBANK,1473.94,-32.81,-2.18,4041724,4.14
2025-04-08 05:05:28.701015,Kotak Bank,KOTAKBANK,2973.82,37.47,1.28,827874,7.57
2025-04-08 05:06:28.701015,Wipro,WIPRO,1583.51,-6.77,-0.43,2344272,5.88
2025-04-08 05:07:28.701015,ICICI Bank,ICICIBANK,1312.98,28.62,2.23,3562766,4.1
2025-04-08 05:08:28.701015,HCL,HCLTECH,2603.78,25.94,1.01,4792442,3.69
2025-04-08 05:09:28.701015,Infosys,INFY,1567.45,18.96,1.22,4094228,8.46
2025-04-08 05:10:28.701015,TCS,TCS,1268.67,-34.9,-2.68,1179183,1.84
2025-04-08 05:11:28.701015,Bajaj Finance,BAJFINANCE,1903.69,27.02,1.44,1664673,5.86
2025-04-08 05:12:28.701015,Wipro,WIPRO,2456.88,-22.52,-0.91,4257261,5.11
2025-04-08 05:13:28.701015,TCS,TCS,380.37,44.25,13.16,3944808,5.92
2025-04-08 05:14:28.701015,Kotak Bank,KOTAKBANK,2088.42,13.13,0.63,2920464,3.57
2025-04-08 05:15:28.701015,ICICI Bank,ICICIBANK,1143.86,-1.29,-0.11,4027177,1.53
2025-04-08 05:16:28.701015,Bajaj Finance,BAJFINANCE,1359.71,-17.15,-1.25,4845179,9.85
2025-04-08 05:17:28.701015,Bajaj Finance,BAJFINANCE,154.2,43.22,38.94,4915953,4.58
2025-04-08 05:18:28.701015,TCS,TCS,2010.72,-1.08,-0.05,1204113,7.32
2025-04-08 05:19:28.701015,Bajaj Finance,BAJFINANCE,2130.3,45.73,2.19,1509203,1.48
2025-04-08 05:20:28.701015,Axis Bank,AXISBANK,776.45,22.89,3.04,1139463,6.3
2025-04-08 05:21:28.701015,Bajaj Finance,BAJFINANCE,2981.24,-36.53,-1.21,1707492,8.95
2025-04-08 05:22:28.701015,Axis Bank,AXISBANK,1639.7,20.67,1.28,940465,7.92
2025-04-08 05:23:28.701015,HCL,HCLTECH,2077.05,-45.04,-2.12,4660061,2.2
2025-04-08 05:24:28.701015,Bajaj Finance,BAJFINANCE,2850.23,2.74,0.1,4282016,2.67
2025-04-08 05:25:28.701015,Axis Bank,AXISBANK,2871.83,-1.52,-0.05,4688792,7.37
2025-04-08 05:26:28.701015,Bajaj Finance,BAJFINANCE,2992.21,12.16,0.41,988144,6.07
2025-04-08 05:27:28.701015,Reliance,RELIANCE,527.02,-49.85,-8.64,1479273,3.11
2025-04-08 05:28:28.701015,HCL,HCLTECH,1983.44,-13.16,-0.66,1924831,3.89
2025-04-08 05:29:28.701015,Kotak Bank,KOTAKBANK,2407.71,-12.67,-0.52,1907832,7.5
2025-04-08 05:30:28.701015,HDFC Bank,HDFCBANK,1132.96,-28.65,-2.47,3038411,6.55
2025-04-08 05:31:28.701015,Wipro,WIPRO,1667.36,24.15,1.47,3212883,1.33
2025-04-08 05:32:28.701015,Kotak Bank,KOTAKBANK,2164.99,-40.16,-1.82,3461764,4.5
2025-04-08 05:33:28.701015,HCL,HCLTECH,2604.59,26.14,1.01,3407997,7.72
2025-04-08 05:34:28.701015,HCL,HCLTECH,564.31,-13.63,-2.36,2150495,7.09
2025-04-08 05:35:28.701015,HDFC Bank,HDFCBANK,516.78,-22.91,-4.25,3634447,5.55
2025-04-08 05:36:28.701015,HCL,HCLTECH,1543.79,31.84,2.11,59443,5.72
2025-04-08 05:37:28.701015,Axis Bank,AXISBANK,1653.89,-24.89,-1.48,4827623,8.04
2025-04-08 05:38:28.701015,Kotak Bank,KOTAKBANK,907.37,-34.42,-3.65,1586770,9.62
2025-04-08 05:39:28.701015,TCS,TCS,989.6,-22.28,-2.2,4521556,3.14
2025-04-08 05:40:28.701015,Reliance,RELIANCE,585.31,45.38,8.4,2304955,2.55
2025-04-08 05:41:28.701015,Axis Bank,AXISBANK,2379.72,48.56,2.08,4862718,8.13
2025-04-08 05:42:28.701015,HDFC Bank,HDFCBANK,1512.74,32.02,2.16,4811754,9.47
2025-04-08 05:43:28.701015,Infosys,INFY,1616.06,-5.12,-0.32,2790341,7.54
2025-04-08 05:44:28.701015,Wipro,WIPRO,1808.9,-2.92,-0.16,249008,9.61
2025-04-08 05:45:28.701015,HDFC Bank,HDFCBANK,2803.77,-19.79,-0.7,4135434,5.23
2025-04-08 05:46:28.701015,Axis Bank,AXISBANK,2283.53,-8.82,-0.38,2867933,8.78
2025-04-08 05:47:28.701015,Infosys,INFY,2767.93,-8.41,-0.3,1663230,4.48
2025-04-08 05:48:28.701015,Kotak Bank,KOTAKBANK,301.92,45.54,17.76,397413,4.02
2025-04-08 05:49:28.701015,HCL,HCLTECH,421.15,-44.69,-9.59,2063340,8.83
2025-04-08 05:50:28.701015,Kotak Bank,KOTAKBANK,2495.01,-19.87,-0.79,4671801,7.09
2025-04-08 05:51:28.701015,Kotak Bank,KOTAKBANK,677.29,16.15,2.44,1117333,4.53
2025-04-08 05:52:28.701015,HCL,HCLTECH,1720.11,-38.94,-2.21,1740383,1.73
2025-04-08 05:53:28.701015,Bajaj Finance,BAJFINANCE,2689.42,25.58,0.96,2584028,4.12
2025-04-08 05:54:28.701015,ICICI Bank,ICICIBANK,525.39,-34.76,-6.21,2364567,9.8
2025-04-08 05:55:28.701015,Reliance,RELIANCE,981.05,-43.6,-4.26,4705538,6.54
2025-04-08 05:56:28.701015,HDFC Bank,HDFCBANK,2109.14,22.57,1.08,4821466,2.48
2025-04-08 05:57:28.701015,Reliance,RELIANCE,2838.51,1.38,0.05,2915940,2.89
2025-04-08 05:58:28.701015,TCS,TCS,856.24,36.22,4.42,4961673,8.28
2025-04-08 05:59:28.701015,Wipro,WIPRO,2665.27,-6.48,-0.24,2268267,5.11
2025-04-08 06:00:28.701015,Bajaj Finance,BAJFINANCE,1736.74,49.52,2.94,4936381,4.87
2025-04-08 06:01:28.701015,Reliance,RELIANCE,2140.59,25.57,1.21,863677,5.47
2025-04-08 06:02:28.701015,Wipro,WIPRO,1062.49,2.44,0.23,2195695,5.0
2025-04-08 06:03:28.701015,Reliance,RELIANCE,404.77,-22.61,-5.29,800725,2.46
2025-04-08 06:04:28.701015,Kotak Bank,KOTAKBANK,725.85,25.09,3.58,3163718,8.14
2025-04-08 06:05:28.701015,Axis Bank,AXISBANK,1187.47,-41.64,-3.39,621826,2.37
2025-04-08 06:06:28.701015,ICICI Bank,ICICIBANK,1526.85,-11.97,-0.78,3140330,9.12
2025-04-08 06:07:28.701015,Reliance,RELIANCE,1723.39,20.28,1.19,1968252,7.34
2025-04-08 06:08:28.701015,TCS,TCS,381.96,-39.48,-9.37,1324042,8.8
2025-04-08 06:09:28.701015,Axis Bank,AXISBANK,302.61,-20.05,-6.21,4460062,5.25
2025-04-08 06:10:28.701015,TCS,TCS,2706.16,-18.74,-0.69,1368689,6.66
2025-04-08 06:11:28.701015,HDFC Bank,HDFCBANK,1574.0,-15.4,-0.97,1884983,9.97
2025-04-08 06:12:28.701015,ICICI Bank,ICICIBANK,1864.89,-49.57,-2.59,3255937,1.29
2025-04-08 06:13:28.701015,HCL,HCLTECH,2248.26,48.77,2.22,4587979,7.5
2025-04-08 06:14:28.701015,HDFC Bank,HDFCBANK,2397.21,-22.21,-0.92,3148703,2.44
2025-04-08 06:15:28.701015,TCS,TCS,1152.73,-25.74,-2.18,4204313,7.49
2025-04-08 06:16:28.701015,Infosys,INFY,2038.98,-37.36,-1.8,3645871,6.4
2025-04-08 06:17:28.701015,TCS,TCS,1264.99,40.35,3.29,3342854,2.26
2025-04-08 06:18:28.701015,Reliance,RELIANCE,1319.96,49.07,3.86,816647,4.11
2025-04-08 06:19:28.701015,Reliance,RELIANCE,1342.41,-31.59,-2.3,1346007,6.8
2025-04-08 06:20:28.701015,Axis Bank,AXISBANK,1181.91,-22.77,-1.89,150571,5.6
2025-04-08 06:21:28.701015,Infosys,INFY,2395.98,3.08,0.13,3021667,7.71
2025-04-08 06:22:28.701015,TCS,TCS,2750.89,-48.02,-1.72,2754754,9.33
2025-04-08 06:23:28.701015,Axis Bank,AXISBANK,1744.98,28.08,1.64,3449055,5.94
2025-04-08 06:24:28.701015,ICICI Bank,ICICIBANK,2330.98,-21.66,-0.92,1696842,9.44
2025-04-08 06:25:28.701015,Reliance,RELIANCE,2666.27,-49.32,-1.82,3956174,6.29
2025-04-08 06:26:28.701015,Kotak Bank,KOTAKBANK,1157.76,10.8,0.94,2787691,3.75
2025-04-08 06:27:28.701015,Axis Bank,AXISBANK,123.42,43.06,53.58,1738382,1.87
2025-04-08 06:28:28.701015,Infosys,INFY,957.7,-38.63,-3.88,239822,4.24
2025-04-08 06:29:28.701015,HCL,HCLTECH,2262.42,29.49,1.32,913045,5.8
2025-04-08 06:30:28.701015,Axis Bank,AXISBANK,2876.69,6.43,0.22,3822526,6.09
2025-04-08 06:31:28.701015,HCL,HCLTECH,2474.94,49.24,2.03,538785,6.83
2025-04-08 06:32:28.701015,Axis Bank,AXISBANK,2688.02,-12.38,-0.46,2448007,8.98
2025-04-08 06:33:28.701015,HDFC Bank,HDFCBANK,356.95,20.5,6.09,1571160,2.73
2025-04-08 06:34:28.701015,Reliance,RELIANCE,1915.75,0.62,0.03,848585,1.36
2025-04-08 06:35:28.701015,Infosys,INFY,2236.97,-14.79,-0.66,2112862,1.62
2025-04-08 06:36:28.701015,ICICI Bank,ICICIBANK,1172.42,-49.63,-4.06,3027496,6.62
2025-04-08 06:37:28.701015,HDFC Bank,HDFCBANK,1820.69,18.84,1.05,1906537,1.68
2025-04-08 06:38:28.701015,Kotak Bank,KOTAKBANK,120.22,-38.07,-24.05,824727,6.29
2025-04-08 06:39:28.701015,Infosys,INFY,1706.25,-6.3,-0.37,3321827,8.16
2025-04-08 06:40:28.701015,Axis Bank,AXISBANK,2453.7,27.25,1.12,4267573,10.0
2025-04-08 06:41:28.701015,Wipro,WIPRO,1193.47,-1.14,-0.1,565465,8.11
2025-04-08 06:42:28.701015,HDFC Bank,HDFCBANK,282.6,48.82,20.88,4781567,9.59
2025-04-08 06:43:28.701015,Bajaj Finance,BAJFINANCE,2242.4,36.54,1.66,1205400,5.65
2025-04-08 06:44:28.701015,Wipro,WIPRO,549.05,-14.37,-2.55,707520,9.46
2025-04-08 06:45:28.701015,Wipro,WIPRO,1886.58,10.46,0.56,3695074,4.62
2025-04-08 06:46:28.701015,HCL,HCLTECH,2020.89,27.75,1.39,738593,4.09
2025-04-08 06:47:28.701015,TCS,TCS,1605.64,-6.33,-0.39,4396154,1.2
2025-04-08 06:48:28.701015,Reliance,RELIANCE,2753.69,20.39,0.75,984293,7.47
2025-04-08 06:49:28.701015,Axis Bank,AXISBANK,1625.0,-47.22,-2.82,2394053,4.83
2025-04-08 06:50:28.701015,Bajaj Finance,BAJFINANCE,1366.31,6.36,0.47,4362706,7.46
2025-04-08 06:51:28.701015,ICICI Bank,ICICIBANK,1752.06,-41.21,-2.3,3491799,6.27
2025-04-08 06:52:28.701015,ICICI Bank,ICICIBANK,354.92,28.56,8.75,4542635,7.79
2025-04-08 06:53:28.701015,TCS,TCS,529.95,45.68,9.43,1474256,9.69
2025-04-08 06:54:28.701015,Reliance,RELIANCE,177.38,-30.88,-14.83,813011,6.11
2025-04-08 06:55:28.701015,Infosys,INFY,561.57,-44.24,-7.3,1791886,2.82
2025-04-08 06:56:28.701015,Bajaj Finance,BAJFINANCE,216.78,11.39,5.55,2228654,7.0
2025-04-08 06:57:28.701015,Bajaj Finance,BAJFINANCE,1036.05,-29.7,-2.79,306257,8.63
2025-04-08 06:58:28.701015,Wipro,WIPRO,1490.18,-16.08,-1.07,4428593,4.68
